TRAP ID,Certainty,Elevation,Max diameter,Min diameter,Height,Size Category,Surrounding Land Use,Surface Condition,Land Use Source,Robbed,CRM Condition,CRM Intactness,Photo,Campaign,Source,Municipality,Locality,BG Code,AKB Code,Notes,Latitude,Longitude
3345,Certain,431,9,9,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.,42.658257,25.222192
3346,Certain,433,6,6,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scattered medium-sized rocks. Custer of four mounds close together. Very small mound conjoined with 2 other nearby mounds.,42.655422,25.220892
3347,Certain,433,9,9,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. 1 old robbers' trench on top. Joined with smaller mound on south side.,42.661392,25.222188
3349,Certain,422,10,10,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Small stones on the surface, partially destroyed by agriculture.",42.659537,25.226274
3350,Certain,424,15,15,0.5,Small,Pasture,Pasture,Photo,No,4,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Defunct mound. Scatter of medium-sized rocks. Canal cut straight through middle (running north-south).,42.659365,25.22606
3351,Certain,443,15,7,0.5,Small,Pasture,Pasture,Photo,No,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Canal cut through (running N-S).,42.662322,25.218957
3352,Certain,436,5,5,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. Extremely small robbers' trench (old).,42.660682,25.222972
3353,Certain,421,8,8,0.5,Small,Annual Agriculture,Pasture|Ploughed,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Partially destroyed by agriculture.,42.660009,25.225934
3354,Uncertain,430,7,5,0.5,Small,Pasture,Pasture|Scrub,Photo,Yes,1,1,Good,2011,Survey,Gorno Cherkhovishte,,,,Low and almost invisible mound.,42.583161,25.271235
3355,Certain,422,15,13,0.3,Small,Perennial Agriculture,Annual Agriculture|Ploughed,Photo,No,3,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,Almost invisible due to agriculture work.,42.653322,25.223002
3356,Certain,424,9,9,0.4,Small,Perennial Agriculture,Perennial Agriculture,Photo,No,5,5,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Situated in lavender field. Scatter of medium-sized rocks. Defunct mound, ploughed up completely. No obvious robbers' trench's.",42.653453,25.222637
3359,Certain,380,25,25,5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2011,AKB,Dunavzi,Mogila Drenaka,,5500092,Small stones on the surface and in the robbers' trench. Thracian? Elevation marker on the top.,42.65246,25.278871
3361,Certain,383,32,30,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,AKB,Golyamo Dryanovo,,,5500067,"Animal intrusions, robbers' trench from S.",42.654924,25.273325
3367,Certain,433,15,8,1,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Defunct mound. Extremely bad condition. Has been bulldozed (possible excavation work).,42.655562,25.220912
3368,Certain,437,18,11,1,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Dufunct mound. Bulldozed (possible excavation work).,42.656917,25.220362
3375,Certain,437,12,10,0.5,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Large robbers' trench destroyed the southern and central areas of the mound.,42.661585,25.223832
3391,Certain,311,35,35,4,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Rozovo,,,5500071,Mound is digged trough; exposed burial chamber made of bricks.,42.58822,25.406874
3394,Certain,322,10,10,2,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,2,1,Good,2011,Survey,Rozovo,,,5500074,Overgrown with rose bushes; 1 robbers' trench visible (south) Stones from the burial chamber are visible on the surface;.,42.557681,25.422366
3395,Certain,320,20,20,5,Medium,Forest,Scrub|Tall Grass,Photo,Yes,2,1,Poor,2011,Survey,Rozovo,,,5500075,Large stones covering the surface. One deep old robbers' trench at the top with several holes at the bottom of the trench (consequently made).,42.558193,25.424228
3396,Certain,316,50,50,5,Medium,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Rozovo,,,5500076,"Hardly accessible; overgrow; S side take with machine; top looks intact with several test-pits, but locals told us that the chamber used to be exposed and then covered with soil again by the municipality (several years ago).",42.55676,25.43078
3397,Certain,322,25,25,4,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Rozovo,,,5500072,Hardly accessible. Two fresh robbers' trenchs. Large stones at the bottom (probably from the chamber).,42.555956,25.430317
3398,Certain,315,50,50,6,Large,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Rozovo,,,5500073,"Several big robbers' trenchs at the top; 1 going to the bedrock, stones from the chamber are visible on the surface; According to the land owner a copper axe has been found approx. 10 years ago. In the nearby rose fields ceramic shreds have been found (uknown period); nothing visible on the surface at the moment;.",42.556503,25.432051
3400,Certain,481,10,10,1,Small,Pasture,Pasture,Photo,Yes,4,2,Good,2011,Survey,Gorno Cherkhovishte,,,,"Central area completely destroyed by robbers' trench 1, small rocks and sandy soil on surface.",42.550885,25.311543
3406,Uncertain,432,30,20,2,Medium,Pasture,Pasture|Scrub,Photo,Yes,3,2,Good,2011,Survey,Gorno Cherkhovishte,,,,Modern concrete structure/ cistern - reused mound ?.,42.583466,25.271304
3407,Certain,428,12,12,1,Small,Pasture,Pasture,Photo,Yes,2,1,Good,2011,Survey,Gorno Cherkhovishte,,,,1 old robbers' trench on the top.,42.582964,25.271255
3408,Certain,428,30,30,2,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2011,Survey,Gorno Cherkhovishte,,,,Top was taken.,42.582823,25.271196
3409,Certain,410,12,12,5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2011,Survey,Gorno Cherkhovishte,,,,1 old robbers' trench (2x2x0.5).,42.583379,25.274337
3410,Certain,411,35,35,4,Medium,Pasture,Forest,Photo,Yes,3,2,Good,2011,Survey,Gorno Cherkhovishte,,,,Overgrown with pine forest; central area is entirely destroyed by large robbers' trench (12x20x3); sandy soil and small stones on top;.,42.583049,25.274857
3417,Certain,454,30,30,4,Medium,Pasture,Pasture|Scrub,Photo,Yes,3,1,Good,2011,Survey,Gorno Cherkhovishte,,,,Next to a plaughed field; S part two robbers' trenchs; 1 going to bedrock.,42.591297,25.265278
3418,Certain,435,32,32,4,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,1,Good,2011,Survey,Viden,,,,Deep robbers' trench on the top (1.5x2x3).,42.597591,25.258182
3419,Certain,454,20,20,5,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,3,Good,2011,Survey,Viden,,,,Dugged through; sandy redish soil with small stones on the surface.,42.589929,25.259989
3420,Certain,453,12,10,1.5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,No,4,3,Good,2011,Survey,Viden,,,,"Entirely overgrown with thorny bushes, destructed by ploughing of surrounding field.",42.589709,25.260401
3421,Certain,455,20,20,2.5,Medium,Pasture,Scrub|Tall Grass,Photo,No,2,1,Good,2011,Survey,Viden,,,,Not accessible.,42.587977,25.260772
3422,Certain,427,24,18,0.9,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. Geodetic marker (old) on top of mound. North side of mound ploughed away at past point. 1 old robbers' trench on top of existing mound.,42.655722,25.225643
3423,Certain,428,8,5,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized rocks. robbers' trench running E-W, tapers off mound at E side.",42.655102,25.222017
3424,Certain,433,15,7,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. Defunct mound. Dissassembled into various piles.,42.656728,25.221108
3426,Certain,437,6,5,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.,42.659827,25.222902
3428,Certain,435,12,12,0.1,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Defunct mound. High concentration of stones (large as well) are indicative of former presence of larger mound. Also some robbers' trench's confirming this, bu still hard to determine whether site is truly a mound or not.",42.656017,25.220447
3429,Certain,433,10,10,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. No obvious robbers' trench's. Surrounded by 3 other mounds.,42.655483,25.220955
3432,Certain,432,12,10,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. Road cuts through part of western side. No obvious robbers' trench's.,42.659237,25.221343
3433,Certain,436,16,15,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. 1 old robbers' trench.,42.661057,25.221072
3434,Certain,437,10,10,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Very shallow, old robbers' trench. Scatter of medium-sized stones.",42.660107,25.22282
3435,Certain,435,10,10,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. 1 old robbers' trench.,42.65995,25.222715
3437,Certain,432,9,6,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. No obvious robbers' trench's.,42.658292,25.221022
3438,Certain,430,15,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of small stones on the surface.,42.66082,25.225134
3439,Certain,446,12,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Small stones on the surface of the mound;.,42.66335,25.21847
3440,Certain,444,10,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of small stones all over the surface.,42.663945,25.218558
3441,Certain,444,12,12,1,Small,Pasture,Pasture,Photo,No,4,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Some stones on top, uneven surface, small/ very shalow dips on top.",42.664748,25.219043
3442,Certain,448,15,11,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Overgrown; large stones on the surface.,42.663398,25.217846
3443,Certain,448,15,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Overgrown, grass; small stones on the surface.",42.663479,25.217025
3444,Certain,448,8,8,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Overgrown; small stones on the surface.,42.663725,25.216963
3445,Certain,447,8,8,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane,,,,Large stones on the surface of the mound.,42.663893,25.216888
3446,Certain,448,10,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Overgrown, grass.",42.663342,25.216702
3447,Certain,448,8,8,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Small stones on the surface.,42.663462,25.21629
3448,Certain,450,10,10,0.5,Small,Pasture,Scrub|Tall Grass,Photo,Yes,3,1,Good,2011,Remote Sensing,Gorno Sahrane,,,,Stones on the surface of robbers' trench.,42.659325,25.210008
3449,Certain,454,15,8,0.8,Small,Pasture,Scrub|Tall Grass,Photo,No,3,1,Good,2011,Remote Sensing,Gorno Sahrane,,,,Stones on the surface.,42.66032,25.207001
3450,Certain,447,8,5,0.3,Small,Annual Agriculture,Annual Agriculture|Ploughed,Not recorded,No,4,2,None,2011,Remote Sensing,Gorno Sahrane,,,,No obvious robbers' trench's. Pile of stones on top of mound dumped by farmers from surrounding fields.,42.660387,25.214588
3452,Certain,449,8,8,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane,,,,Stones on the surface of the mound.,42.66352,25.2148
3453,Certain,451,9,8,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Partially destroyed by a nearby road; small stones on the surface.,42.663703,25.214376
3454,Certain,454,12,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Stones on the surface of the mound.,42.663957,25.212905
3455,Certain,430,6,6,0.4,Small,Pasture,Pasture,Photo,No,4,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.,42.659555,25.224072
3461,Certain,433,7,5,0.2,Small,Pasture,Pasture,Photo,Yes,5,5,Good,2011,Survey,Gorno Sahrane necropolis,,,,Almost defunct - the middle part taken by robbers' trench and test robbers' trench's around the mound.,42.659055,25.220853
3500,Certain,451,25,10,2.5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane,,,,"Mound cut in half by road. Long robbers' trench on intact (eastern) side of mound, but overgrown with brambles (hard to accurately determine dimesions/take photos).",42.662907,25.2123
3501,Certain,454,13,6,0.5,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2011,Remote Sensing,Gorno Sahrane,,,,Completely destroyed (ploughed over repeatedly). Large stones on mound and immediate surrounds.,42.663553,25.213
3502,Certain,450,10,5,1.5,Medium,Pasture,Scrub|Tall Grass,Photo,No,4,2,Good,2011,Remote Sensing,Gorno Sahrane,,,,Scattered large rocks.,42.662653,25.212487
3503,Certain,450,10,5,0.2,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,Yes,4,5,Good,2011,Remote Sensing,Gorno Sahrane,,,,"Drainage ditch on immediate eastern side, road on immediate western side and old robbers' trench on south side of mound.",42.662525,25.212575
3504,Certain,449,20,20,1.2,Medium,Scrub,Scrub|Tall Grass,Photo,No,4,5,Good,2011,Remote Sensing,Gorno Sahrane,,,,"Defunct mound. Road built down middle of original mound, remains of mound split into 2 small mounds of on either side of road. Completely destroyed. Length best estimate to pre-destruction length.",42.660268,25.21403
3505,Certain,447,8,4,0.5,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2011,Remote Sensing,Gorno Sahrane,,,,Ploughed into a lozenge shape. Overgrown with brambles.,42.66093,25.214102
3506,Certain,451,10,8,0.5,Small,Annual Agriculture,Scrub|Tall Grass,Photo,No,4,5,Good,2011,Remote Sensing,Gorno Sahrane,,,,Long grass and scatteed large stones.,42.65977,25.21413
3507,Certain,447,45,45,7,Large,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane,,,,"Robbers' trench's almost broken into burial chamber. Fresh litter in and around robbers' trench's. Many exensive robbers' trench's (fresh, ~1 year old for 2 on side of mound). Urgent preservation needed, recent robbries.",42.661513,25.212983
3509,Uncertain,456,10,5,0.6,Small,Pasture,Pasture|Scrub,Photo,Yes,5,5,Good,2011,Remote Sensing,Gorno Sahrane,,,,Defunct mound. Destroyed by construction of roads and drainage ditch. Pile of rocks on top. No robbers' trench's.,42.665522,25.21118
3510,Certain,461,7,5,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Survey,Yes,4,3,None,2011,Survey,Gorno Sahrane necropolis,,,,Middle taken out of sides were mound earth.,42.666228,25.210239
3511,Certain,461,8,8,1,Small,Pasture,Pasture,Photo,Yes,4,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Stones on top, trench through middle, earth moved to the side.",42.666337,25.210189
3512,Certain,455,17,17,0.3,Small,Pasture,Pasture,Photo,No,3,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Flat top, no visible robbers' trenchs on side of trench.",42.666104,25.211998
3513,Certain,454,10,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No stones or robbers' trenchs.,42.666043,25.212731
3514,Uncertain,453,10,7,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Robbers' trench neary takes up whole mound. The moved arth was deposited to the east.,42.665904,25.213024
3515,Certain,454,13,7,0.3,Small,Pasture,Pasture,Photo,No,4,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Uneven surface.,42.665772,25.213157
3516,Certain,463,2,2,0.1,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Mound was barely visible.,42.666747,25.211238
3517,Certain,463,2,2,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Mound was barely visible.,42.666897,25.210148
3518,Certain,460,6,6,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"No robbers' trenchs, barey visible, bundaries not completely clear.",42.667588,25.213048
3519,Certain,428,10,8,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Defunct mound. Cut through by drainage ditch. Scatter of medium-sized rocks.,42.654203,25.22205
3520,Certain,426,5,5,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,No obvious robbers' trench's. Scatter of medium-sized rocks.,42.654957,25.222503
3521,Certain,428,9,8,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Badly eroded.,42.654795,25.22211
3522,Certain,425,30,30,2,Medium,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. West side recently (~1 yr ago) bulldozed. Large hole filled with rubbish on N side and some old robbers' trench's. Urgent conservation recommended.,42.654185,25.222778
3523,Certain,429,20,20,0.7,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Thoroughly robbed with multiple robbers' trench's. Mostly old robbers' trench's.,42.654577,25.221827
3524,Certain,432,15,15,0.9,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. In good condition apart from drainage ditch just touching NE side. No obvious robbers' trench's.,42.655135,25.220805
3525,Certain,433,21,21,5,Medium,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Cluster of four mounds close together.,42.655388,25.221035
3526,Certain,432,14,14,0.6,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scattered medium-sized rocks. More robbers' trench's present other than robbers' trench1, but impossible to determine borders of said robbers' trench's.",42.655863,25.220748
3527,Certain,427,20,10,0.7,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Defunct mound. Scatter of medium-sized rocks. W side taken away in past. No obvious robbers' trench's.,42.65397,25.221935
3528,Certain,440,10,10,0.5,Small,Pasture,Pasture,Photo,Yes,4,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Defunct mound. Scatter of medium-sized rocks around base. Pile of large stones in robbers' trench1. Prior to destruction-0.8-0.9m tall. robbers' trench1 completely hollowed out mound.,42.661622,25.220078
3529,Certain,432,10,9,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of mediumsized rocks. No obvious or new robbers' trench's. Road cuts off part of west side.,42.657415,25.221692
3530,Certain,436,4,4,0.2,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Defunct mound. Very small-low profile.,42.65942,25.220302
3531,Certain,430,7,7,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Defunct mound. No robbers' trench's.,42.656757,25.22269
3532,Certain,428,7,6,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Defunct mound.,42.656333,25.222887
3533,Certain,443,20,15,1,Small,Pasture,Pasture,Photo,Yes,4,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,Defunct mound. Cut through by canal (running east-west. Scatter of medium-sized stones.,42.662075,25.22012
3534,Certain,439,7,6,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Attached to the side of another larger mound (on northern side).,42.661303,25.222277
3535,Certain,427,9,9,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"N edge cut by old drainage ditch, old robbers' trench.",42.658887,25.225057
3536,Certain,430,6,6,0.2,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Multiple old robbers' trench's. Next to larer mound (on northern side).,42.660753,25.225258
3537,Certain,473,10,10,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. Light scatter of medium-sized stones. Completely ploughed over.Very hard to determine if robbers' trench's are really robbers' trench's or remnants from past agricultural activity. Severely dame=aged from agricultural activity.,42.668547,25.207025
3538,Certain,472,6,6,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. Canal cut through middle. Scatter of medium-sized stones.,42.66845,25.207437
3539,Certain,472,6,6,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. No obvious robbers' trench's. Light scatter of medium-sized stones. Severely damaged by agricultural activity.,42.668407,25.206563
3540,Certain,468,12,12,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. Recent ploughing along eastern edge. Severely damaged by agricultural activity.,42.667867,25.204692
3541,Certain,468,8,8,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo,,,,Scatter of medium-sized stones. No obvious robbers' trench's. Slightly tapers off on east side.,42.66717,25.203205
3542,Certain,468,9,7,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. Severely damaged from plowing. Light scatter of small stones.,42.667288,25.203327
3543,Certain,466,19,19,1,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Light scatter of medium-sized stones. Few scattered large rocks. Possible excavation carried out on western side (old excavation work). Uniform earth displacement from mound suggests this excavation. Almost completely dug out side.,42.667058,25.20366
3544,Certain,468,10,8,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. Overgrown. No obvious robbers' trench's. Scatter of various large stones.,42.66764,25.203532
3545,Certain,467,14,14,0.6,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Scatter of medium-sized stones. Drainage ditch running close to south-west side. Damaged by agricultual activity.,42.667458,25.203983
3546,Certain,466,17,15,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. Severely damaged from plowing/flattening. Number of old robbers' trench's. Scatter of medium-sized stones.,42.667048,25.204227
3547,Certain,466,13,13,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. Scatter of medium-sized stones. Severely damaged by agricultural activity and looting.,42.667098,25.204618
3548,Certain,466,11,11,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. Scatter of medium-sized stones. Some larger rocks. Severely damaged by agricultural activity.,42.667307,25.20457
3549,Certain,467,7,7,0.2,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo,,,,Defunct mound. Severely damaged from agricultural activity. Scatter of medium-sized stones.,42.667497,25.204415
3550,Certain,465,10,10,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo,,,,"Scatter of medium-sized stones. No obvious robbers' trench's. Damaged by agricultural activity. Close to village, so may be somewhat disrupted.",42.66644,25.20341
3551,Certain,464,16,16,0.6,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,North-west corner cut off by road. Damaged by agricultural activity. Scatter of medium-sized stones.,42.66622,25.203288
3552,Certain,463,10,8,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Old robbers' trench's (very shallow). Plowed away on eastern side. Scatter of medium-sized stones.,42.665758,25.204278
3553,Certain,463,7,7,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. 1 very small, old robbers' trench. Damaged by agricultural activity.",42.665733,25.204107
3554,Certain,463,6,6,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"No obvious robbers' trench's. Scatter of medium-sized stones. Damaged by agricultural activity. Built on partial slope, west side higher than east.",42.665677,25.203907
3555,Certain,463,7,6,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Large mound joined to TRAP #3556 (southern mound). Scatter of medium-sized stones.,42.665857,25.203908
3556,Certain,463,8,7,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Large mound joined to TRAP #3555 (northern mound). Scatter of medium-sized stones.,42.665915,25.203897
3557,Certain,463,9,9,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"No obvious robbers' trench's. Scatter of medium-sized stones. Damaged by agricultural activity. Built on partial slope, west side sloped down.",42.666035,25.203887
3558,Certain,464,5,5,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No obvious robbers' trench's Scatter of medium-sized stones. Plouhed over. Damaged by agricultural activity.,42.666105,25.203832
3559,Certain,463,5,5,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Defunct mound. Heavily damaged by agricultural activity. Drainage ditch starting on western side. No obvious robbers' trench's.,42.665985,25.203587
3560,Certain,464,10,10,0.2,Small,Pasture,Pasture,Photo,Yes,4,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,Defunct mound. Heavily robbed with huge crater in middle.,42.666087,25.203465
3561,Certain,464,9,9,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Damaged by agicultural activity. No obvious robbers' trench's. Scatter of medium-sized stones.,42.66627,25.203992
